state,year,month,n_incidents,average_temperature,average_precipitation
Arizona,2015,6,0.3953335414447186,25.777777777777782,0.20320000000000002
Arizona,2015,7,0.5563953546259003,25.888888888888886,0.48513999999999996
Arizona,2015,8,0.8053090659059082,26.999999999999996,0.5334
Arizona,2015,9,0.6735312187576687,23.88888888888889,0.34798
Arizona,2015,10,0.49782742256001605,18.055555555555557,0.47752
Arizona,2015,11,0.2928396603294212,9.055555555555554,0.19304000000000002
Arizona,2015,12,0.49782742256001605,4.944444444444444,0.1524
Arizona,2016,1,0.5042448774483249,5.444444444444443,0.35559999999999997
Arizona,2016,2,0.5474658669438958,10.333333333333334,0.07365999999999999
Arizona,2016,3,0.5762798599409429,12.722222222222221,0.02794
Arizona,2016,4,0.6195008494365135,14.722222222222221,0.20320000000000002
Arizona,2016,5,0.60509385293799,18.111111111111107,0.13208
Arizona,2016,6,0.3745819089616128,26.833333333333332,0.10922
Arizona,2016,7,0.6915358319291314,28.000000000000004,0.35306
Arizona,2016,8,0.8211988004158436,25.27777777777778,0.6527799999999999
Arizona,2016,9,0.7347568214247021,21.999999999999996,0.34290000000000004
Arizona,2016,10,0.60509385293799,18.944444444444443,0.08889999999999999
Arizona,2016,11,0.5330588704453721,11.722222222222221,0.23876
Arizona,2016,12,0.6771288354306079,7.055555555555557,0.54102
Arizona,2017,1,0.6388408417480502,5.7222222222222205,0.5257799999999999
Arizona,2017,2,0.3691080418988735,9.666666666666666,0.32004
Arizona,2017,3,0.48267974709852685,13.666666666666666,0.10414
Arizona,2017,4,0.5678585259982669,15.5,0.048260000000000004
Arizona,2017,5,0.6956266943478769,18.944444444444443,0.10414
Arizona,2017,6,0.5110726733984402,26.555555555555557,0.01524
Arizona,2017,7,0.8091983995475304,27.5,0.73406
Arizona,2017,8,0.6530373048980069,26.166666666666664,0.35306
Arizona,2017,9,0.6530373048980069,22.444444444444446,0.15494
Arizona,2017,10,0.8517877889974003,18.388888888888886,0.00762
Arizona,2017,11,0.5820549891482235,14.222222222222221,0.00508
Arizona,2017,12,0.6672337680479635,8.11111111111111,0.03302
Arkansas,2014,1,1.819779793165177,1.7777777777777795,0.50292
Arkansas,2014,2,1.2131865287767845,3.7777777777777763,0.67818
Arkansas,2014,3,1.38168465777356,8.055555555555555,1.18364
Arkansas,2014,4,1.2131865287767845,15.333333333333334,1.40716
Arkansas,2014,5,1.5838824125696909,20.055555555555554,1.5367
Arkansas,2014,6,1.38168465777356,24.833333333333332,1.5849600000000001
Arkansas,2014,7,1.5164831609709806,24.111111111111114,1.10236
Arkansas,2014,8,1.7186809157671115,25.944444444444443,0.73406
Arkansas,2014,9,1.819779793165177,22.555555555555554,0.61468
Arkansas,2014,10,1.4153842835729151,17.61111111111111,1.37922
Arkansas,2014,11,1.2131865287767845,7.166666666666667,0.6807200000000001
Arkansas,2014,12,1.1794869029774293,6.555555555555554,0.76454
Arkansas,2015,1,1.6117940342130146,3.6666666666666674,0.88646
Arkansas,2015,2,0.7723179747270696,2.2777777777777786,0.8077200000000001
Arkansas,2015,3,0.9737922290036963,9.833333333333336,2.03708
Arkansas,2015,4,1.3095826527980745,16.944444444444443,1.4605000000000001
Arkansas,2015,5,1.5110569070747013,20.72222222222222,2.68224
Arkansas,2015,6,1.5446359494541393,25.611111111111107,1.01346
Arkansas,2015,7,1.6789521189718903,27.722222222222225,1.24968
Arkansas,2015,8,1.6117940342130146,25.611111111111107,0.76708
Arkansas,2015,9,1.9475844580073927,23.77777777777778,0.37338
Arkansas,2015,10,1.4438988223158258,17.5,0.9525
Arkansas,2015,11,1.2424245680391988,12.333333333333336,2.7228800000000004
Arkansas,2015,12,1.4774778646952635,10.0,2.14376
Arkansas,2016,1,1.8395153311896848,4.166666666666667,0.51308
Arkansas,2016,2,1.1371549320081686,8.277777777777779,0.6172200000000001
Arkansas,2016,3,1.5719494648348213,13.055555555555555,2.51206
Arkansas,2016,4,1.5719494648348213,16.944444444444443,1.4732
Arkansas,2016,5,1.8729610644840429,19.555555555555557,1.15316
Arkansas,2016,6,2.0067439976614745,26.055555555555557,0.7874
Arkansas,2016,7,1.672286664717895,27.77777777777778,1.22428
Arkansas,2016,8,2.1070811975445483,26.666666666666668,1.88468
Arkansas,2016,9,1.5719494648348213,24.333333333333332,0.4572
Arkansas,2016,10,2.374647063899411,19.444444444444443,0.40132
Arkansas,2016,11,1.8395153311896848,13.166666666666668,0.83312
Arkansas,2016,12,2.6422129302542747,5.833333333333333,0.95504
Arkansas,2017,1,2.032422130744716,7.333333333333335,0.76708
Arkansas,2017,2,1.7658749660568844,11.38888888888889,0.70104
Arkansas,2017,3,2.5321980645344007,13.166666666666668,1.15824
Arkansas,2017,4,2.132377317502653,17.88888888888889,2.21996
Arkansas,2017,5,2.332287691018527,19.833333333333332,1.67386
Arkansas,2017,6,1.999103735158737,24.166666666666668,1.0769600000000001
Arkansas,2017,7,2.1656957130886316,26.999999999999996,1.19888
Arkansas,2017,8,2.4322428777764635,24.944444444444446,1.6002
Arkansas,2017,9,1.8658301528148213,22.88888888888889,0.30734
Arkansas,2017,10,2.3656060866045054,17.166666666666668,0.46228
Arkansas,2017,11,2.099058921916674,12.055555555555557,0.28194
Arkansas,2017,12,1.7991933616428635,5.777777777777777,1.3182600000000002
California,2014,1,0.6762188494993856,10.055555555555555,0.13716
California,2014,2,0.5078118563290406,9.888888888888888,1.02108
California,2014,3,0.6062651754132422,11.944444444444445,0.83312
California,2014,4,0.5984925449592263,14.277777777777779,0.26924000000000003
California,2014,5,0.6399465740473113,18.111111111111107,0.08889999999999999
California,2014,6,0.6114469290492529,22.16666666666667,0.01524
California,2014,7,0.764308661311566,25.777777777777782,0.05588
California,2014,8,1.04930511129215,23.833333333333336,0.1143
California,2014,9,1.1140770317422828,22.333333333333332,0.18288
California,2014,10,1.0259872199301023,18.000000000000004,0.26924000000000003
California,2014,11,0.8679437340317784,11.722222222222221,0.46736000000000005
California,2014,12,0.5803564072331892,8.222222222222221,1.6002
California,2015,1,0.680918067698416,9.222222222222221,0.1651
California,2015,2,0.6038330034306708,11.777777777777779,0.72644
California,2015,3,0.711752093405514,13.833333333333334,0.19812000000000002
California,2015,4,0.6475145398490597,13.722222222222223,0.26924000000000003
California,2015,5,0.6911960762674487,16.0,0.23622
California,2015,6,0.5986939991461544,23.555555555555557,0.05842000000000001
California,2015,7,0.6732095612716414,23.88888888888889,0.16764
California,2015,8,0.6269585227109943,24.72222222222222,0.02032
California,2015,9,0.6295280248532525,22.277777777777775,0.08382
California,2015,10,0.637236531280027,18.333333333333332,0.2286
California,2015,11,0.5498734584432491,8.666666666666666,0.47498
California,2015,12,0.634667029137769,5.7222222222222205,1.1912600000000002
California,2016,1,0.7250980458939574,6.944444444444445,1.62306
California,2016,2,0.7480765050948223,10.999999999999998,0.30734
California,2016,3,0.6791411274922278,11.38888888888889,1.23952
California,2016,4,0.6280778848236392,14.38888888888889,0.38608000000000003
California,2016,5,0.5387172101536093,16.77777777777778,0.19558
California,2016,6,0.5029729402855972,23.055555555555557,0.06858
California,2016,7,0.740417018694534,24.88888888888889,0.01524
California,2016,8,0.7965865856299813,24.555555555555557,0.01524
California,2016,9,0.7965865856299813,20.833333333333332,0.025400000000000002
California,2016,10,0.7736081264291166,15.833333333333334,0.9702799999999999
California,2016,11,0.7914802613631226,11.555555555555554,0.54864
California,2016,12,0.8450966661651406,6.333333333333332,1.14046
California,2017,1,0.7901724499286648,5.666666666666668,2.51968
California,2017,2,0.7800094602189712,8.499999999999998,2.01676
California,2017,3,0.9604025275660298,11.88888888888889,0.6223000000000001
California,2017,4,0.9705655172757233,13.11111111111111,0.70104
California,2017,5,0.9273728110095261,17.444444444444443,0.10922
California,2017,6,1.379625853090884,22.666666666666668,0.06604
California,2017,7,1.224640260018059,26.0,0.02286
California,2017,8,0.8333651561948618,25.500000000000004,0.06858
California,2017,9,0.7368167539527741,21.0,0.10922
California,2017,10,0.7444389962350442,16.666666666666668,0.08636
California,2017,11,0.7647649756544311,11.88888888888889,0.75692
California,2017,12,0.8181206716303218,8.61111111111111,0.0762
Colorado,2014,1,0.8411056165107911,-3.111111111111112,0.29972
Colorado,2014,2,0.4859721339840126,-2.4444444444444438,0.29972
Colorado,2014,3,0.5794283135963227,2.3888888888888875,0.29209999999999997
Colorado,2014,4,0.44858966213908863,6.277777777777776,0.34290000000000004
Colorado,2014,5,0.9906355038904873,11.333333333333334,0.5461
Colorado,2014,6,0.6915757291310949,16.944444444444443,0.30226
Colorado,2014,7,1.0467092116578733,20.222222222222225,0.70104
Colorado,2014,8,1.0280179757354113,18.111111111111107,0.65786
Colorado,2014,9,0.8784880883557151,15.555555555555555,0.52832
Colorado,2014,10,1.1401653912701835,9.944444444444445,0.27432
Colorado,2014,11,0.747649436898481,0.777777777777777,0.28448
Colorado,2014,12,0.8597968524332531,-2.2777777777777786,0.33274000000000004
Colorado,2015,1,1.0824450709579436,-1.555555555555556,0.1651
Colorado,2015,2,0.733861065056233,0.055555555555556344,0.34290000000000004
Colorado,2015,3,0.8622867514410739,4.777777777777779,0.21844
Colorado,2015,4,0.8806332780674797,7.11111111111111,0.47752
Colorado,2015,5,1.265910337222002,9.888888888888888,1.3462
Colorado,2015,6,1.1007915975843494,18.277777777777782,0.48513999999999996
Colorado,2015,7,1.045752017705132,19.222222222222218,0.6019800000000001
Colorado,2015,8,1.155831177463567,19.388888888888893,0.42418
Colorado,2015,9,1.5044151833652777,17.0,0.19304000000000002
Colorado,2015,10,1.486068656738872,10.777777777777779,0.46228
Colorado,2015,11,1.3943360236068427,1.4444444444444453,0.42926
Colorado,2015,12,1.1741777040899728,-3.444444444444444,0.37338
Colorado,2016,1,1.2456638711441963,-3.555555555555555,0.25908000000000003
Colorado,2016,2,0.8123894811809977,0.22222222222222143,0.2159
Colorado,2016,3,1.1012390744897969,3.277777777777777,0.32512
Colorado,2016,4,0.9387611782535972,6.500000000000002,0.69596
Colorado,2016,5,1.3539824686349962,10.444444444444443,0.5257799999999999
Colorado,2016,6,0.9568142778353973,19.111111111111114,0.34290000000000004
Colorado,2016,7,1.2637169707259963,20.666666666666668,0.41656
Colorado,2016,8,0.9748673774171972,18.055555555555557,0.5257799999999999
Colorado,2016,9,1.2456638711441963,15.38888888888889,0.254
Colorado,2016,10,1.2817700703077963,10.999999999999998,0.12446
Colorado,2016,11,1.3359293690531961,4.555555555555557,0.23368000000000003
Colorado,2016,12,1.2456638711441963,-3.7777777777777777,0.4191
Colorado,2017,1,1.0513401468490535,-3.7222222222222223,0.5816600000000001
Colorado,2017,2,1.0869787958947839,1.8888888888888882,0.254
Colorado,2017,3,1.1582560939862452,5.833333333333333,0.30226
Colorado,2017,4,0.9444241997118615,6.833333333333332,0.55118
Colorado,2017,5,1.4077266373063597,10.833333333333334,0.7162799999999999
Colorado,2017,6,0.9978821732804575,18.22222222222222,0.17526
Colorado,2017,7,1.3186300146920331,20.777777777777782,0.7746999999999999
Colorado,2017,8,1.1582560939862452,18.166666666666668,0.47498
Colorado,2017,9,1.2295333920777065,15.055555555555555,0.50292
Colorado,2017,10,1.0157014978033228,8.166666666666668,0.23622
Colorado,2017,11,1.3364493392148984,5.166666666666665,0.13208
Colorado,2017,12,0.9978821732804575,-1.0555555555555547,0.10160000000000001
Connecticut,2014,1,1.1962640950512502,-4.666666666666666,0.7111999999999999
Connecticut,2014,2,0.5564019046750001,-3.888888888888889,0.86868
Connecticut,2014,3,1.0293435236487503,-0.777777777777777,1.07188
Connecticut,2014,4,1.0293435236487503,8.166666666666668,1.11252
Connecticut,2014,5,1.5579253330900005,14.61111111111111,1.21666
Connecticut,2014,6,1.1684439998175002,19.333333333333332,0.61214
Connecticut,2014,7,1.8639463806612504,22.16666666666667,1.22936
Connecticut,2014,8,2.1977875234662503,20.222222222222225,0.7746999999999999
Connecticut,2014,9,1.5022851426225003,17.555555555555557,0.35306
Connecticut,2014,10,1.4744650473887502,12.277777777777779,1.18618
Connecticut,2014,11,0.8902430474800003,4.2777777777777795,1.05664
Connecticut,2014,12,1.1684439998175002,1.8888888888888882,1.23952
Connecticut,2015,1,1.2544875808517246,-4.833333333333333,0.88138
Connecticut,2015,2,0.7805700503077398,-9.0,0.51054
Connecticut,2015,3,1.4775075952253645,-0.5555555555555556,0.7746999999999999
Connecticut,2015,4,1.8956701221759393,8.333333333333334,0.69596
Connecticut,2015,5,1.9235476239726446,17.055555555555557,0.30734
Connecticut,2015,6,1.5332625988187742,18.5,1.6129
Connecticut,2015,7,2.0629351329561696,22.333333333333332,0.71374
Connecticut,2015,8,1.5332625988187742,22.22222222222222,0.54356
Connecticut,2015,9,1.8399151185825293,19.88888888888889,0.9194800000000001
Connecticut,2015,10,1.8677926203792343,10.777777777777779,0.84074
Connecticut,2015,11,1.7841601149891195,7.833333333333333,0.56642
Connecticut,2015,12,1.9793026275660544,6.388888888888889,1.0515599999999998
Connecticut,2016,1,1.8165857633894247,-1.2777777777777781,0.54356
Connecticut,2016,2,1.0340565114678264,0.0,1.25476
Connecticut,2016,3,1.6489009236919394,6.222222222222224,0.54864
Connecticut,2016,4,1.7047958702577681,8.222222222222221,0.72644
Connecticut,2016,5,2.2078503893502237,14.666666666666666,0.84582
Connecticut,2016,6,1.7886382901065108,19.66666666666667,0.45212
Connecticut,2016,7,2.459377648896452,23.388888888888886,0.8432799999999999
Connecticut,2016,8,2.6550099618768517,23.277777777777782,0.9398000000000001
Connecticut,2016,9,2.2078503893502237,19.0,0.48768
Connecticut,2016,10,1.4253211374286257,11.944444444444445,0.98552
Connecticut,2016,11,1.341478717579883,6.388888888888889,0.82296
Connecticut,2016,12,1.1458464045994834,0.33333333333333415,0.87884
Connecticut,2017,1,2.2668140935388243,0.38888888888889045,0.90424
Connecticut,2017,2,1.2873265222566161,1.4444444444444453,0.54356
Connecticut,2017,3,1.4832240365130578,0.777777777777777,0.84582
Connecticut,2017,4,1.623150832410516,10.999999999999998,1.19634
Connecticut,2017,5,1.9869605017439078,13.722222222222223,1.3589
Connecticut,2017,6,1.8470337058464494,19.444444444444443,0.8991600000000001
Connecticut,2017,7,1.8190483466669578,21.944444444444443,1.11252
Connecticut,2017,8,1.9869605017439078,20.611111111111107,0.6654800000000001
Connecticut,2017,9,1.9869605017439078,18.88888888888889,0.5841999999999999
Connecticut,2017,10,1.9869605017439078,14.777777777777779,2.09804
Connecticut,2017,11,1.1194143671796664,5.0,0.41148
Connecticut,2017,12,1.8470337058464494,-1.8333333333333337,0.5816600000000001
Delaware,2014,1,3.9678837345721707,-1.1111111111111112,0.78486
Delaware,2014,2,1.608601514015745,1.0555555555555547,1.15316
Delaware,2014,3,2.14480201868766,4.222222222222223,0.9829800000000001
Delaware,2014,4,4.075123835506554,11.61111111111111,1.1176000000000001
Delaware,2014,5,5.469245147653533,18.277777777777782,0.77724
Delaware,2014,6,5.576485248587916,22.666666666666668,0.65786
Delaware,2014,7,5.254764945784767,24.333333333333332,1.3309600000000001
Delaware,2014,8,7.506807065406809,22.555555555555554,1.10998
Delaware,2014,9,4.611324340178468,20.611111111111107,0.91186
Delaware,2014,10,5.254764945784767,15.222222222222221,0.61976
Delaware,2014,11,4.182363936440937,7.000000000000001,1.00584
Delaware,2014,12,1.930321816818894,5.0,0.9779
Delaware,2015,1,2.8685198012859465,0.055555555555556344,1.25984
Delaware,2015,2,2.8685198012859465,-3.166666666666666,0.5892799999999999
Delaware,2015,3,2.44355390479914,4.444444444444445,1.15062
Delaware,2015,4,2.762278327164245,12.333333333333336,0.79502
Delaware,2015,5,2.9747612754076482,19.944444444444446,0.381
Delaware,2015,6,2.6560368530425436,23.111111111111107,2.28854
Delaware,2015,7,4.462141913111473,24.944444444444446,0.84582
Delaware,2015,8,3.9309345425029645,23.944444444444443,0.71374
Delaware,2015,9,3.1872442236510525,22.22222222222222,0.8128000000000001
Delaware,2015,10,3.612210120137859,13.61111111111111,0.97536
Delaware,2015,11,2.2310709565557363,10.88888888888889,0.76708
Delaware,2015,12,3.505968646016157,10.444444444444443,1.17348
Delaware,2016,1,2.2130398631709065,1.2777777777777761,0.67818
Delaware,2016,2,2.739954116306837,3.611111111111111,0.9626600000000001
Delaware,2016,3,4.109931174460256,9.833333333333336,0.43942
Delaware,2016,4,1.5807427594077905,11.722222222222221,0.69342
Delaware,2016,5,2.739954116306837,16.5,1.49352
Delaware,2016,6,2.529188415052465,22.444444444444446,0.94488
Delaware,2016,7,3.266868369442767,26.444444444444443,1.40462
Delaware,2016,8,2.634571265679651,25.888888888888886,0.76962
Delaware,2016,9,2.4238055644252787,22.22222222222222,2.53492
Delaware,2016,10,3.266868369442767,15.722222222222221,0.7289800000000001
Delaware,2016,11,3.7937826225786973,9.444444444444445,0.20066
Delaware,2016,12,2.2130398631709065,4.000000000000002,0.7493000000000001
Delaware,2017,1,4.285014051710713,3.944444444444445,0.762
Delaware,2017,2,2.5083009083184664,6.888888888888888,0.31496
Delaware,2017,3,2.299275832625261,6.555555555555554,1.13284
Delaware,2017,4,4.703064203097124,15.333333333333334,0.66802
Delaware,2017,5,3.971476438170905,17.11111111111111,1.44272
Delaware,2017,6,3.7624513624777,23.111111111111107,0.5892799999999999
Delaware,2017,7,3.1353761353980834,25.777777777777782,2.04216
Delaware,2017,8,2.299275832625261,23.333333333333332,2.00914
Delaware,2017,9,3.553426286784494,21.0,0.6527799999999999
Delaware,2017,10,3.0308635975514804,16.88888888888889,0.91186
Delaware,2017,11,2.717325984011672,8.61111111111111,0.5181600000000001
Delaware,2017,12,2.612813446165069,2.2777777777777786,0.2667
Florida,2014,1,1.5569957962625145,12.5,0.99314
Florida,2014,2,1.1538900884922845,17.11111111111111,0.89408
Florida,2014,3,1.3554429423773995,17.5,1.3208
Florida,2014,4,1.3504041210302715,21.38888888888889,1.34366
Florida,2014,5,1.3554429423773995,24.444444444444443,1.2039600000000001
Florida,2014,6,1.1438124457980285,26.833333333333332,1.49352
Florida,2014,7,1.4259864412371899,27.666666666666668,1.82372
Florida,2014,8,1.1186183390623892,28.277777777777782,1.3309600000000001
Florida,2014,9,1.1337348031037728,26.5,2.2479
Florida,2014,10,1.1085406963681335,22.61111111111111,0.62992
Florida,2014,11,0.881793735747379,16.166666666666668,1.03124
Florida,2014,12,1.1135795177152614,16.61111111111111,0.70612
Florida,2015,1,1.113363018395429,14.777777777777779,0.72136
Florida,2015,2,0.8461558939805262,13.61111111111111,0.82042
Florida,2015,3,1.0886216179866417,20.833333333333332,0.508
Florida,2015,4,1.0787250578231269,23.944444444444443,1.08712
Florida,2015,5,1.1776906594582761,25.27777777777778,0.60706
Florida,2015,6,1.143052698885974,27.61111111111111,1.5367
Florida,2015,7,1.2667597009299105,28.22222222222222,1.98882
Florida,2015,8,1.0143974167602798,28.000000000000004,2.14376
Florida,2015,9,0.9599663358609478,26.666666666666668,1.69418
Florida,2015,10,0.8906904147163434,23.555555555555557,0.46736000000000005
Florida,2015,11,0.8807938545528284,22.333333333333332,0.9652
Florida,2015,12,0.8511041740622837,20.888888888888886,0.88646
Florida,2016,1,0.9265782769204827,13.833333333333334,1.5367
Florida,2016,2,0.9702390334245893,15.222222222222221,0.8255
Florida,2016,3,1.7609838456656295,20.444444444444443,0.8712200000000001
Florida,2016,4,1.3777394274629167,21.77777777777778,0.7442200000000001
Florida,2016,5,1.591192014816326,24.555555555555557,1.17348
Florida,2016,6,1.4893169163067443,27.722222222222225,1.80594
Florida,2016,7,1.6882159181587852,28.88888888888889,1.23698
Florida,2016,8,1.7415790649971374,28.333333333333332,2.06248
Florida,2016,9,1.5572336486464657,27.277777777777775,1.88722
Florida,2016,10,2.047204360525883,23.666666666666664,0.67818
Florida,2016,11,1.8289005780053507,19.222222222222218,0.05334
Florida,2016,12,2.032650775024514,18.833333333333336,0.69088
Florida,2017,1,1.8603663404776647,17.11111111111111,0.94234
Florida,2017,2,1.7601927682980985,18.61111111111111,0.47752
Florida,2017,3,1.931918892034498,19.0,0.31496
Florida,2017,4,1.9414592322420756,22.38888888888889,0.56642
Florida,2017,5,1.764962938401887,25.055555555555554,0.97536
Florida,2017,6,1.3690388197874097,26.77777777777778,3.11404
Florida,2017,7,1.6123174950806427,28.22222222222222,1.9227800000000002
Florida,2017,8,1.311796778541943,28.22222222222222,2.16408
Florida,2017,9,0.9206428300312547,26.888888888888893,2.25298
Florida,2017,10,1.4262808610328763,23.833333333333336,1.3182600000000002
Florida,2017,11,1.2927160981267876,19.66666666666667,0.41656
